YEAR,MO,DY,HR,T2M,T2MDEW,RH2M,PRECTOTCORR,PS,WS50M,WD50M
2017,1,3,2,4.18,3.83,97.69,0.2,101.46,7.31,57.48
2017,1,3,3,4.25,3.9,97.69,0.23,101.34,7.52,55.58
2017,1,3,4,4.3,3.94,97.62,0.22,101.22,7.79,54.43
2017,1,3,5,4.29,3.92,97.62,0.19,101.17,7.81,54.28
2017,1,3,6,4.2,3.87,97.88,0.21,101.12,7.24,51.62
2017,1,3,7,4.07,3.76,98.06,0.25,101.03,6.68,47.89
2017,1,3,8,4.14,3.81,98,0.27,100.91,6.84,48.15
2017,1,3,9,4.53,4.11,97.44,0.13,100.78,7.26,55.35
2017,1,3,10,5.37,4.83,96.62,0.33,100.63,8.92,64.87
2017,1,3,11,6.12,5.46,95.69,1.17,100.42,8.67,64.94
2017,1,3,12,6.37,5.62,95,2.66,100.17,8.19,57.07
2017,1,3,13,6.39,5.61,94.88,4.41,99.97,7.26,44.87
2017,1,3,14,6.19,5.48,95.38,2.99,99.86,5.75,31.51
2017,1,3,15,5.92,5.34,96.19,0.3,99.68,6.21,43.88
2017,1,3,16,5.94,5.53,97.25,0.13,99.57,6.33,50.86
2017,1,3,17,5.8,5.53,98.12,0.11,99.5,5.02,37.92
2017,1,3,18,5.48,5.21,98.25,0.08,99.41,4.61,20.95
2017,1,3,19,5,4.74,98.25,0.05,99.35,3.77,4.28
2017,1,3,20,4.58,4.26,97.94,0.02,99.3,3,339.86
2017,1,3,21,4.22,3.84,97.44,0.02,99.26,2.96,307.17
2017,1,3,22,3.96,3.54,97.12,0.07,99.22,3.36,284
2017,1,3,23,3.76,3.34,97.12,0.08,99.17,3.99,270.9
2017,1,4,0,3.59,3.2,97.31,0.01,99.14,4.47,265.49
2017,1,4,1,3.24,3,98.38,0,99.11,4.72,260.27
2017,1,4,2,2.98,2.87,99.44,0,99.08,4.97,254.13
2017,1,4,3,3.1,2.98,99.31,0,99.07,5.06,248.43
2017,1,4,4,3.71,3.44,98.19,0,99.09,5.87,250.24
2017,1,4,5,4.49,4.05,96.88,0.01,99.15,6.62,251.05
2017,1,4,6,4.81,4.4,97.06,0.01,99.21,6.73,254.79
2017,1,4,7,4.62,4.4,98.44,0.02,99.23,5.78,261.92
2017,1,4,8,5.1,4.54,96.06,0,99.24,4.88,264.12
2017,1,4,9,6.01,4.74,91.44,0,99.29,5.16,265.75
2017,1,4,10,7.16,4.95,85.75,0,99.35,5.63,263.06
2017,1,4,11,8.23,4.64,78.06,0,99.36,6.88,267.2
2017,1,4,12,9.13,3.9,69.75,0,99.35,8.03,271.56
2017,1,4,13,9.43,3.19,64.94,0,99.35,8.73,274.78
2017,1,4,14,9.16,2.7,63.88,0,99.39,9.19,276.25
2017,1,4,15,8.15,1.9,64.75,0,99.45,9.69,276.11
2017,1,4,16,6.22,0.14,65.31,0,99.53,10.16,277.25
2017,1,4,17,4.48,-1.43,65.62,0,99.64,9.95,279.99
2017,1,4,18,3.17,-2.62,65.69,0,99.76,9.94,282.11
2017,1,4,19,1.92,-3.72,66,0,99.88,9.96,282.31
2017,1,4,20,0.8,-4.78,65.88,0,99.96,9.68,280.28
2017,1,4,21,-0.03,-5.49,66.06,0,100.03,9.41,276.72
2017,1,4,22,-0.76,-6.02,67.25,0,100.1,9.17,273.61
2017,1,4,23,-1.48,-6.7,67.38,0,100.18,9.04,272.53
2017,1,5,0,-2.13,-7.21,68.06,0,100.24,8.85,272.33
2017,1,5,1,-2.67,-7.49,69.5,0,100.32,8.58,273.29
2017,1,5,2,-2.99,-7.67,70.25,0,100.42,8.27,275.04
2017,1,5,3,-3.2,-7.85,70.5,0,100.51,7.92,273.34
2017,1,5,4,-3.45,-7.98,71.19,0,100.59,7.61,272.12
2017,1,5,5,-3.78,-8.05,72.81,0,100.68,7.21,274.04
2017,1,5,6,-4.06,-8.09,74.25,0,100.78,6.77,278.29
2017,1,5,7,-4.17,-7.99,75.5,0,100.84,6.2,278.41
2017,1,5,8,-2.88,-8.32,65.88,0,100.88,6.03,278.41
2017,1,5,9,-1.75,-9.24,55.62,0,100.92,6.31,277.9
2017,1,5,10,-1.56,-9.35,54.19,0,100.92,5.85,272.53
2017,1,5,11,-1.46,-9.29,54.06,0,100.86,5.56,267.91
2017,1,5,12,-1.17,-9.19,53.19,0,100.79,5.43,263.89
2017,1,5,13,-0.9,-9.01,52.81,0,100.76,5.26,258.52
2017,1,5,14,-0.95,-8.7,54.38,0,100.75,4.79,252.54
2017,1,5,15,-1.49,-7.81,61.38,0,100.75,4.39,249.83
2017,1,5,16,-2.06,-6.55,71.31,0,100.83,4.44,258.43
2017,1,5,17,-2.54,-5.56,80.5,0,100.88,4.43,257.04
2017,1,5,18,-2.61,-5.33,82.44,0,100.89,4.22,247
2017,1,5,19,-2.88,-5.3,84.5,0.01,100.86,4.22,234.04
2017,1,5,20,-2.32,-5.19,81.38,0.03,100.86,4.38,238.12
2017,1,5,21,-1.97,-4.76,81.81,0.05,100.85,3.91,245.94
2017,1,5,22,-1.96,-4.29,84.94,0.1,100.85,3.36,250.55
2017,1,5,23,-1.9,-4.01,86.31,0.15,100.83,2.71,261.22
2017,1,6,0,-1.95,-3.83,87.94,0.2,100.78,2.25,280.22
2017,1,6,1,-1.9,-3.7,88.5,0.26,100.75,2.21,307.68
2017,1,6,2,-1.88,-3.56,89.38,0.28,100.76,2.7,332.1
2017,1,6,3,-1.87,-3.48,89.88,0.22,100.74,3.4,346.57
2017,1,6,4,-1.98,-3.4,91.19,0.13,100.77,4.26,350.28
2017,1,6,5,-2.17,-3.6,91.25,0.12,100.85,4.82,354.05
2017,1,6,6,-2.6,-4.86,85.88,0.07,100.91,5.54,357.57
2017,1,6,7,-2.92,-5.61,83.12,0.02,100.97,5.51,355.12
2017,1,6,8,-2.43,-6.36,75,0,101.05,5.74,351.86
2017,1,6,9,-1.49,-7.3,64.19,0,101.09,5.5,349.36
2017,1,6,10,-0.49,-7.74,56.88,0,101.12,5.13,342.01
2017,1,6,11,0.24,-7.77,53.56,0,101.11,4.93,331.28
2017,1,6,12,0.73,-7.7,52,0,101.06,4.58,322.21
2017,1,6,13,0.85,-7.63,51.75,0,101.08,4.55,314.37
2017,1,6,14,0.3,-7.49,54.44,0,101.14,4.39,312.4
2017,1,6,15,-0.45,-6.8,61.25,0,101.26,4.13,307.85
2017,1,6,16,-1.5,-5.87,71.94,0,101.36,4.1,310.44
2017,1,6,17,-2.15,-6.08,74.69,0,101.4,4.19,323.94
2017,1,6,18,-3.45,-6.4,81,0,101.53,4.5,328.27
2017,1,6,19,-3.78,-6.65,81.69,0,101.7,5.12,328.98
2017,1,6,20,-3.19,-7.16,74.62,0,101.78,4.95,337.16
2017,1,6,21,-3.33,-8.27,69.06,0,101.78,4.93,351.52
2017,1,6,22,-3.9,-8.6,70.44,0,101.79,4.89,354.96
2017,1,6,23,-4.08,-8.45,72.25,0,101.91,4.75,349.87
2017,1,7,0,-4.18,-9.1,69.06,0,101.87,5.4,2.57
2017,1,7,1,-4.27,-9.82,65.44,0,101.82,5.94,14.62
2017,1,7,2,-4.19,-10.14,63.25,0,101.92,5.79,15.09
2017,1,7,3,-4.29,-10.35,62.62,0,101.98,5.81,14.48
2017,1,7,4,-4.53,-10.53,62.94,0.01,101.94,5.97,19.98
2017,1,7,5,-4.82,-10.41,65.12,0.03,101.97,5.64,21.8
2017,1,7,6,-5.16,-10.15,68.56,0.02,101.96,5.99,24.93
2017,1,7,7,-5.43,-9.86,71.94,0.24,101.89,6.28,25.58
2017,1,7,8,-5.54,-9.54,74.75,0.4,101.91,6.27,27.87
2017,1,7,9,-5.57,-9.3,76.69,0.58,101.97,5.89,23.71
2017,1,7,10,-5.55,-9.06,78.12,0.49,101.9,6.39,16.91
2017,1,7,11,-5.36,-8.93,77.75,0.49,101.68,7.17,12.01
2017,1,7,12,-5.02,-8.81,76.31,0.44,101.49,7.64,7.1
2017,1,7,13,-4.88,-8.67,76.25,0.57,101.42,7.83,1.71
2017,1,7,14,-4.81,-8.43,77.19,0.71,101.42,7.78,358.56
2017,1,7,15,-5.05,-8.24,80,0.75,101.37,7.99,356.25
2017,1,7,16,-5.5,-7.91,85.44,0.44,101.35,7.74,349.53
2017,1,7,17,-5.77,-7.81,88.06,0.32,101.36,8.07,344.21
2017,1,7,18,-5.84,-7.95,87.56,0.21,101.38,8.49,340.67
2017,1,7,19,-5.88,-8.24,85.81,0.08,101.42,8.48,338.66
2017,1,7,20,-6.06,-8.63,84.38,0.02,101.42,8.46,337.23
2017,1,7,21,-6.74,-9.21,85.19,0.01,101.43,8.42,335.22
2017,1,7,22,-7.34,-9.75,85.75,0,101.46,8.19,331.7
2017,1,7,23,-8.16,-10.45,86.81,0,101.51,8.04,327.75
2017,1,8,0,-8.81,-10.95,88,0,101.56,7.88,324.32
2017,1,8,1,-9.11,-11.31,87.69,0,101.64,7.89,320.18
2017,1,8,2,-9.3,-11.62,86.62,0,101.7,7.87,316.49
2017,1,8,3,-9.5,-11.87,86.06,0,101.72,7.67,312.61
2017,1,8,4,-9.76,-11.99,87,0,101.75,7.4,308.7
2017,1,8,5,-10.07,-12.05,88.88,0,101.78,7.19,303.71
2017,1,8,6,-10.24,-12.01,90.38,0,101.84,7.04,297.7
2017,1,8,7,-10.04,-11.92,89.5,0,101.91,7.07,291.66
2017,1,8,8,-8.6,-11.41,82.44,0,101.97,7.7,287.79
2017,1,8,9,-7.64,-11.63,74.38,0,102.03,8.47,289.05
2017,1,8,10,-6.95,-11.84,68.75,0,102.07,8.57,290.71
2017,1,8,11,-6.34,-11.67,66.12,0,102.01,8.83,291.11
2017,1,8,12,-5.79,-11.35,64.88,0,101.95,9.25,292.75
2017,1,8,13,-5.49,-11.21,64.06,0,101.95,9.67,295.51
2017,1,8,14,-5.32,-11.22,63.06,0.01,102.03,9.66,295.88
2017,1,8,15,-5.52,-11.18,64.25,0,102.17,9.24,294.59
2017,1,8,16,-5.93,-11,67.62,0,102.31,9.12,294.98
2017,1,8,17,-6.35,-10.95,70.44,0,102.45,9.08,300.01
2017,1,8,18,-6.91,-11.13,72.69,0,102.58,8.72,308.85
2017,1,8,19,-7.6,-11.89,72.25,0,102.7,8.56,316.89
2017,1,8,20,-8.24,-12.55,72.19,0,102.81,8.23,317.5
2017,1,8,21,-8.84,-12.78,74.31,0,102.9,7.58,315.13
2017,1,8,22,-9.27,-12.74,77.5,0,102.98,7.13,311
2017,1,8,23,-9.63,-12.67,80.5,0,103.05,6.95,306.55
2017,1,9,0,-9.97,-12.7,82.75,0,103.11,6.82,303.22
2017,1,9,1,-10.35,-12.91,84.06,0,103.18,6.58,302.05
2017,1,9,2,-10.71,-13.13,85.19,0,103.23,6.13,300.49
2017,1,9,3,-11.16,-13.2,87.94,0,103.25,5.56,297.29
2017,1,9,4,-11.53,-13.27,90.12,0,103.25,5.02,300.52
2017,1,9,5,-11.9,-13.31,92.56,0,103.27,4.41,306.57
2017,1,9,6,-12.14,-13.38,93.94,0,103.3,3.85,308.08
2017,1,9,7,-11.86,-13.38,91.5,0,103.33,3.18,306.11
2017,1,9,8,-9.94,-13.65,75.19,0,103.39,2.9,306.22
2017,1,9,9,-7.88,-13,66.62,0,103.45,2.7,303.55
2017,1,9,10,-7.08,-12.92,62.56,0.01,103.46,2.23,284.18
2017,1,9,11,-6.56,-12.7,61,0.02,103.39,2.16,253.8
2017,1,9,12,-6.02,-12.27,60.56,0.02,103.29,2.71,231.08
2017,1,9,13,-5.61,-11.94,60.25,0.02,103.21,3.15,217.84
2017,1,9,14,-5.52,-11.63,61.5,0.02,103.17,3.44,209.54
2017,1,9,15,-5.77,-11.37,64.38,0.01,103.18,3.78,203.91
2017,1,9,16,-6.63,-11.48,68.75,0,103.21,4.16,203.24
2017,1,9,17,-7.1,-11.23,73.25,0,103.25,4.4,204.97
2017,1,9,18,-7.46,-10.93,77.62,0,103.26,4.69,207.89
2017,1,9,19,-8.28,-10.88,83.81,0,103.24,5.06,213.03
2017,1,9,20,-9.01,-10.85,89.56,0,103.2,5.27,217.84
2017,1,9,21,-9.41,-10.86,92.81,0,103.16,5.48,221.19
2017,1,9,22,-9.55,-10.85,94.12,0,103.13,5.37,224.17
2017,1,9,23,-9.51,-10.81,94.12,0,103.06,5.09,222.01
2017,1,10,0,-9.83,-10.93,95.81,0.01,103.06,5.06,225.69
2017,1,10,1,-9.93,-10.96,96.38,0.01,103.12,5.06,229.13
2017,1,10,2,-9.6,-10.81,94.75,0.01,103.1,4.54,220.4
2017,1,10,3,-9.3,-10.69,93.19,0,103.07,4.3,210.43
2017,1,10,4,-9.1,-10.57,92.44,0,103.07,3.66,205.25
2017,1,10,5,-8.54,-10.47,88.69,0,103.05,2.96,194.66
2017,1,10,6,-7.85,-10.2,85.56,0,103.01,2.7,178.01
2017,1,10,7,-7.1,-9.68,84.12,0,103.04,2.51,179.29
2017,1,10,8,-5.94,-8.72,83.06,0,103.01,2.94,175.27
2017,1,10,9,-4,-7.88,75.81,0,103,3.96,180.45
2017,1,10,10,-1.95,-6.72,70.25,0,102.95,5.04,183.91
2017,1,10,11,-0.16,-5.31,67.88,0,102.81,5.77,187.39
2017,1,10,12,0.94,-4.27,67.81,0,102.67,6.09,188.77
2017,1,10,13,1.61,-3.62,68.06,0,102.57,6.28,187.94
2017,1,10,14,1.76,-2.88,71.19,0,102.48,5.83,184.61
2017,1,10,15,1.23,-2.05,78.75,0,102.4,5.57,179.84
2017,1,10,16,0.54,-1.78,84.38,0.01,102.3,5.76,172.75
2017,1,10,17,0.51,-1.29,87.88,0,102.23,5.74,169.18
2017,1,10,18,0.46,-0.7,92.12,0,102.15,6.03,170.83
2017,1,10,19,0.63,-0.04,95.62,0,102.06,6.42,176.37
2017,1,10,20,1.05,0.67,97.88,0,101.97,6.85,183.34
2017,1,10,21,1.33,1.15,99.12,0,101.89,7.23,188.77
2017,1,10,22,1.87,1.4,97,0,101.8,8.8,194.91
2017,1,10,23,2.79,1.58,91.94,0.01,101.72,11.06,204.14
2017,1,11,0,2.92,1.97,93.5,0.07,101.61,11.25,207.83
2017,1,11,1,3.27,2.62,95.5,1.27,101.54,11.69,208.67
2017,1,11,2,4.12,3.62,96.5,3.42,101.52,12.41,213.34
2017,1,11,3,4.48,4.07,97.12,1.84,101.56,12.31,221.6
2017,1,11,4,4.53,4.17,97.5,0.22,101.61,11.53,228.96
2017,1,11,5,4,3.83,98.81,0,101.71,9.86,234.77
2017,1,11,6,3.04,3.19,100,0,101.82,8.15,234.13
2017,1,11,7,2.32,2.58,100,0,101.9,6.7,230.68
2017,1,11,8,2.73,2.56,98.75,0.01,102.02,5.46,236.15
2017,1,11,9,3.16,2.77,97.25,0,102.09,4.46,239.12
2017,1,11,10,4.36,3.51,94.19,0,102.11,4.52,240.24
2017,1,11,11,5.94,4.45,89.94,0,102.04,4.19,241.86
2017,1,11,12,7.05,5.19,87.81,0,101.97,3.38,241.72
2017,1,11,13,7.66,5.73,87.44,0,101.9,2.77,222.95
2017,1,11,14,5.92,5.14,94.56,0,101.89,3.61,190.85
2017,1,11,15,4.19,4.55,100,0,101.89,5.41,180.33
2017,1,11,16,2.01,3.86,100,0,101.86,6.49,174.82
2017,1,11,17,2.14,3.86,100,0,101.86,6.94,173.41
2017,1,11,18,2.71,3.98,100,0,101.87,6.66,177.38
2017,1,11,19,3.23,4.04,100,0.04,101.9,6.38,187.25
2017,1,11,20,3.98,4.32,100,0.68,101.79,6.85,183.07
2017,1,11,21,3.93,4.12,100,1.52,101.77,7.14,194.31
2017,1,11,22,3.96,4.06,100,1.98,101.64,7.19,190.71
2017,1,11,23,4.81,4.69,99.12,1.71,101.52,8.93,199.37
2017,1,12,0,5.63,5.48,98.94,0.3,101.45,9.33,208.78
2017,1,12,1,5.79,5.87,100,0.08,101.41,8.84,207.52
2017,1,12,2,6.98,6.96,99.88,0.44,101.39,10.49,211.48
2017,1,12,3,7.62,7.57,99.62,0.7,101.36,10.9,217.26
2017,1,12,4,8.26,8.17,99.25,0.24,101.32,11.17,217.95
2017,1,12,5,8.4,8.34,99.5,0.07,101.29,10.91,218.17
2017,1,12,6,8.45,8.4,99.5,0.11,101.28,10.46,218.97
2017,1,12,7,8.47,8.4,99.44,0.03,101.27,10.04,220.33
2017,1,12,8,9.17,8.74,96.94,0.02,101.28,9.63,222.9
2017,1,12,9,10.4,9.44,93.56,0.01,101.25,9.53,226.76
2017,1,12,10,11.62,10.14,90.5,0,101.21,9.31,228.3
2017,1,12,11,12.51,10.69,88.5,0,101.1,9.37,224.32
2017,1,12,12,14.33,11.55,83.25,0,100.96,9.97,221.22
2017,1,12,13,15.66,12.23,79.88,0.01,100.94,10.66,223.16
2017,1,12,14,15.39,12.38,82.19,0,100.92,10.57,222.39
2017,1,12,15,14.65,12.38,86.19,0,100.87,10.5,217.93
2017,1,12,16,13.96,12.21,89.19,0,100.87,11.03,216.82
2017,1,12,17,13.45,11.98,90.75,0,100.95,11.05,221.16
2017,1,12,18,13.19,11.76,91,0.09,101.03,10.91,223.75
2017,1,12,19,12.89,11.57,91.62,0.11,101.07,10.39,225.37
2017,1,12,20,12.67,11.47,92.31,0.06,101.1,9.94,229.69
2017,1,12,21,12.6,11.44,92.56,0.08,101.14,9.72,237.14
2017,1,12,22,12.68,11.5,92.5,0.04,101.17,9.66,243.91
2017,1,12,23,11.25,11.08,98.81,0.01,101.19,8.4,247.82
2017,1,13,0,11.34,11.07,98.19,0,101.25,8.08,261.16
2017,1,13,1,10.44,10.67,100,0,101.37,7.31,277
2017,1,13,2,9.27,9.63,100,0,101.5,6.68,295.22
2017,1,13,3,7.73,7.77,100,0,101.6,6.7,313.35
2017,1,13,4,6.28,5.8,96.69,0,101.72,6.91,321.47
2017,1,13,5,4.96,4.19,94.75,0,101.87,7.22,325.23
2017,1,13,6,3.71,2.82,93.88,0,102,7.15,327.26
2017,1,13,7,3.02,1.75,91.38,0,102.15,7.24,328.51
2017,1,13,8,3.99,1.29,82.56,0,102.28,7.02,329.58
2017,1,13,9,5.07,-0.38,67.88,0,102.37,8.16,331.32
2017,1,13,10,5.94,-1.79,57.56,0,102.42,8.05,328.73
2017,1,13,11,6.51,-2.82,51.19,0,102.43,8.22,326.43
2017,1,13,12,6.69,-3.48,48.06,0,102.43,8.33,326.4
2017,1,13,13,6.51,-3.82,47.31,0,102.48,8.34,327.9
2017,1,13,14,5.8,-4.02,48.88,0,102.57,8.31,331.46
2017,1,13,15,4.42,-3.95,54.06,0,102.67,8.01,337.53
2017,1,13,16,2.15,-3.79,64.38,0,102.79,7.81,341.76
2017,1,13,17,0.61,-3.88,71.38,0,102.93,7.55,345.86
2017,1,13,18,-0.02,-4.17,73.06,0,103.09,7.42,346.3
2017,1,13,19,-0.38,-4.6,72.69,0,103.18,7.06,350.89
2017,1,13,20,-0.88,-4.89,74,0,103.18,6.84,358.69
2017,1,13,21,-1.49,-4.98,77.19,0,103.2,6.37,1.83
2017,1,13,22,-2.27,-5.06,81.88,0,103.24,5.98,4.05
2017,1,13,23,-2.6,-5.02,84.44,0,103.24,5.44,9.68
2017,1,14,0,-2.5,-4.88,84.62,0,103.22,4.92,16.88
2017,1,14,1,-2.66,-4.92,85.5,0,103.24,4.72,22.4
2017,1,14,2,-2.67,-4.96,85.31,0,103.25,4.62,24.79
2017,1,14,3,-2.39,-4.91,83.75,0,103.24,4.41,26.84
2017,1,14,4,-2.27,-5.06,81.88,0,103.22,4.27,32.91
2017,1,14,5,-2.33,-5.2,81.25,0,103.21,3.85,40.8
2017,1,14,6,-2.44,-5.26,81.69,0,103.21,3.46,49.48
2017,1,14,7,-2.38,-5.63,78.94,0,103.19,3.18,60.53
2017,1,14,8,-1.66,-7.1,65.88,0,103.18,2.86,76.12
2017,1,14,9,-0.81,-7.86,57.56,0,103.16,2.32,96.77
2017,1,14,10,0.02,-8.06,52.88,0,103.1,1.77,120.53
2017,1,14,11,0.76,-8.11,49.94,0,102.95,1.38,150.38
2017,1,14,12,1.16,-7.96,49.12,0.02,102.8,1.29,185.19
2017,1,14,13,1.01,-7.45,51.75,0.08,102.7,1.55,210.57
2017,1,14,14,0.35,-6.35,59.5,0.17,102.62,1.42,212.64
2017,1,14,15,-0.49,-5.3,69.31,0.27,102.54,0.97,204.71
2017,1,14,16,-1.17,-4.13,80.81,0.33,102.48,0.96,194.6
2017,1,14,17,-1.34,-3.56,85.44,0.28,102.43,0.97,172.59
2017,1,14,18,-1.3,-3.27,87.06,0.17,102.37,1.09,177.94
2017,1,14,19,-1.2,-3.02,87.88,0.17,102.32,1.26,210.23
2017,1,14,20,-1.17,-2.6,90.69,0.23,102.28,2.03,238.39
2017,1,14,21,-1.15,-2.34,92.38,0.12,102.19,2.43,247.07
2017,1,14,22,-1.1,-2.17,93.19,0.03,102.1,3.01,254.63
2017,1,14,23,-1.36,-2.19,95.06,0.02,102.01,3.7,266.37
2017,1,15,0,-1.47,-2.27,95.31,0,101.94,4,278.98
2017,1,15,1,-1.66,-2.38,96.06,0,101.89,4.13,294.96
2017,1,15,2,-2.2,-2.57,98.94,0,101.87,4.8,308.85
2017,1,15,3,-2.55,-2.75,100,0,101.9,5.3,319.78
2017,1,15,4,-2.92,-2.9,100,0,101.88,5.24,327.66
2017,1,15,5,-2.92,-3.02,100,0,101.94,5.65,334.28
2017,1,15,6,-3.06,-3.24,100,0,102.02,5.52,338.3
2017,1,15,7,-2.68,-3.42,96.56,0,102.09,5.24,339.78
2017,1,15,8,-0.63,-3.19,82.81,0,102.16,4.59,342.24
2017,1,15,9,0.98,-3.86,69.62,0,102.21,4.81,346.46
2017,1,15,10,2.21,-4.15,62.25,0,102.2,4.51,343.51
2017,1,15,11,3.03,-4.02,59.25,0,102.13,4.14,333.1
2017,1,15,12,3.62,-3.85,57.62,0,102.06,3.96,323.42
2017,1,15,13,3.87,-3.63,57.62,0,102.03,3.91,319.7
2017,1,15,14,3.67,-3.27,60.06,0,102.04,3.69,318.61
