YEAR,MO,DY,HR,T2M,T2MDEW,RH2M,PRECTOTCORR,PS,WS50M,WD50M
2017,1,2,6,5.27,1.76,78,0.02,103,6.44,95.01
2017,1,2,7,5.47,1.97,78.12,0.01,103.03,6.5,91.79
2017,1,2,8,5.9,2.37,78.06,0.06,103.04,6.72,92.2
2017,1,2,9,6.33,2.85,78.38,0.16,103.06,7.05,97.13
2017,1,2,10,6.4,3.37,80.88,0.34,103.04,7.34,98.32
2017,1,2,11,6.21,3.82,84.62,0.73,102.96,7.47,94.14
2017,1,2,12,5.85,4.08,88.38,1.01,102.87,7.6,88.88
2017,1,2,13,5.51,4.14,90.88,0.9,102.82,7.89,82.38
2017,1,2,14,5.38,4.17,91.88,0.93,102.78,8.25,78.42
2017,1,2,15,5.37,4.23,92.44,1.01,102.72,8.8,76.77
2017,1,2,16,5.33,4.33,93.38,0.95,102.68,9.05,74.73
2017,1,2,17,5.36,4.47,94.12,0.81,102.67,8.89,69.53
2017,1,2,18,5.44,4.62,94.75,0.63,102.66,8.93,63.88
2017,1,2,19,5.54,4.78,95.19,0.61,102.6,9.16,60.13
2017,1,2,20,5.53,4.9,96.12,0.53,102.51,9.64,58.45
2017,1,2,21,5.53,4.98,96.69,0.38,102.43,9.81,57.85
2017,1,2,22,5.64,5.08,96.69,0.32,102.33,9.41,55.35
2017,1,2,23,5.59,5.1,97.12,0.38,102.21,9.63,53.18
2017,1,3,0,5.62,5.18,97.44,0.26,102.12,10.04,55.05
2017,1,3,1,5.81,5.34,97.19,0.19,102.04,10.57,57.9
2017,1,3,2,6.12,5.62,96.88,0.2,101.97,10.52,59.51
2017,1,3,3,6.19,5.69,96.81,0.27,101.87,10.54,55.97
2017,1,3,4,6.13,5.61,96.69,0.22,101.74,11.19,55.16
2017,1,3,5,6.16,5.63,96.69,0.2,101.71,11.17,55.83
2017,1,3,6,6.26,5.72,96.5,0.18,101.65,11.23,57.04
2017,1,3,7,6.44,5.88,96.44,0.21,101.56,11.31,59.8
2017,1,3,8,6.66,6.12,96.56,0.36,101.46,11.65,62.75
2017,1,3,9,7.03,6.44,96.19,0.21,101.34,12.13,68.79
2017,1,3,10,7.3,6.79,96.69,0.24,101.19,12.06,71.69
2017,1,3,11,7.48,6.97,96.81,0.91,100.95,11.53,71.55
2017,1,3,12,7.57,7.12,97.06,1.91,100.67,11.09,66.47
2017,1,3,13,7.62,7.15,97,4.6,100.43,10.67,63.19
2017,1,3,14,7.69,7.22,97,7.64,100.29,8.71,63.02
2017,1,3,15,7.75,7.3,97.19,3.4,100.21,7.41,62.44
2017,1,3,16,7.77,7.36,97.44,1.22,100.05,8.28,63.14
2017,1,3,17,7.77,7.41,97.81,1.48,99.95,6.22,58.05
2017,1,3,18,7.48,7.15,98.12,0.17,99.87,5.17,35.35
2017,1,3,19,7.02,6.7,98.25,0.07,99.81,4.41,16.25
2017,1,3,20,6.48,6.11,97.88,0.05,99.77,3.66,352.53
2017,1,3,21,5.93,5.53,97.5,0.03,99.72,3.49,322.64
2017,1,3,22,5.61,5.16,97.12,0.02,99.7,4.3,289.09
2017,1,3,23,5.57,5,96.31,0.03,99.66,5.41,274.14
2017,1,4,0,5.53,4.83,95.5,0.01,99.63,6.31,269.15
2017,1,4,1,5.38,4.63,95.19,0,99.62,6.62,267.77
2017,1,4,2,5.14,4.44,95.56,0,99.6,6.64,265.54
2017,1,4,3,5.02,4.37,96,0,99.59,6.71,259.8
2017,1,4,4,5.24,4.55,95.69,0,99.61,7.01,253.77
2017,1,4,5,5.69,4.94,95.06,0.01,99.67,7.77,248.9
2017,1,4,6,6.12,5.3,94.62,0.02,99.74,8.33,248.08
2017,1,4,7,6.26,5.51,95.25,0.03,99.77,7.41,250.86
2017,1,4,8,6.58,5.7,94.25,0.01,99.76,6.55,255.42
2017,1,4,9,7.02,5.73,91.44,0,99.79,6.84,261.72
2017,1,4,10,7.53,5.81,88.75,0,99.85,7.11,261.79
2017,1,4,11,8.23,5.87,84.94,0,99.85,8.09,262.73
2017,1,4,12,8.9,5.51,79.31,0,99.84,9.06,266.89
2017,1,4,13,9.28,4.93,74.12,0,99.85,9.61,271.21
2017,1,4,14,9.31,4.23,70.5,0,99.89,10.34,275.25
2017,1,4,15,8.92,3.8,70.19,0,99.93,10.92,277.11
2017,1,4,16,8,3.04,70.94,0,100,11.8,277.53
2017,1,4,17,6.98,1.61,68.81,0,100.11,12.69,279.61
2017,1,4,18,5.81,0.33,67.94,0,100.24,12.73,282.41
2017,1,4,19,4.7,-0.77,67.75,0,100.34,12.98,283.5
2017,1,4,20,3.6,-2.01,66.62,0,100.43,13.29,282.53
2017,1,4,21,2.67,-2.81,66.94,0,100.51,12.81,279.69
2017,1,4,22,1.98,-3.2,68.25,0,100.6,12.44,276.34
2017,1,4,23,1.36,-3.74,68.5,0,100.68,12.3,274.74
2017,1,5,0,0.76,-4.38,68,0,100.75,12.1,274.48
2017,1,5,1,0.26,-4.77,68.31,0,100.84,11.86,275.59
2017,1,5,2,-0.08,-5,68.94,0,100.94,11.44,277.81
2017,1,5,3,-0.28,-5.13,69.38,0,101.03,10.97,277.65
2017,1,5,4,-0.48,-5.27,69.75,0,101.11,10.68,276.39
2017,1,5,5,-0.74,-5.35,70.88,0,101.22,10.21,278.18
2017,1,5,6,-1.04,-5.39,72.38,0,101.31,9.56,281.89
2017,1,5,7,-1.17,-5.4,73.12,0,101.37,8.88,283.89
2017,1,5,8,-0.63,-5.56,69.12,0,101.43,8.42,283.47
2017,1,5,9,-0.24,-5.7,66.38,0,101.47,7.94,281.06
2017,1,5,10,-0.09,-5.72,65.38,0,101.48,7.3,276.02
2017,1,5,11,0,-5.7,65,0,101.41,6.91,270.97
2017,1,5,12,0.17,-5.65,64.44,0,101.34,6.68,267.05
2017,1,5,13,0.37,-5.6,63.75,0,101.32,6.42,261.96
2017,1,5,14,0.45,-5.48,63.94,0,101.32,6.16,257.25
2017,1,5,15,0.26,-5.03,67,0,101.31,5.77,252.18
2017,1,5,16,0.18,-4.49,70.31,0,101.37,6.41,258.05
2017,1,5,17,0.18,-4.28,71.44,0,101.45,6.73,261.79
2017,1,5,18,0.18,-4.2,71.94,0,101.47,6.54,257.86
2017,1,5,19,0.12,-4.13,72.56,0,101.43,6.15,250.18
2017,1,5,20,0.35,-3.83,73.12,0.02,101.41,6.39,247.95
2017,1,5,21,0.6,-3.24,75.12,0.05,101.41,6.43,253.55
2017,1,5,22,0.47,-2.76,78.75,0.08,101.42,5.98,259
2017,1,5,23,0.29,-2.38,82.12,0.14,101.4,5.28,266.52
2017,1,6,0,0.03,-2.17,85.12,0.21,101.35,4.3,277.31
2017,1,6,1,-0.04,-2.04,86.38,0.29,101.32,3.69,294.94
2017,1,6,2,-0.07,-1.85,87.88,0.38,101.32,3.82,315.99
2017,1,6,3,-0.12,-1.71,89.19,0.41,101.3,4.37,333.66
2017,1,6,4,-0.24,-1.67,90.5,0.31,101.31,5.64,343
2017,1,6,5,-0.34,-1.87,90,0.29,101.39,6.86,347.1
2017,1,6,6,-0.53,-2.37,88.19,0.25,101.46,7.2,355.58
2017,1,6,7,-0.68,-2.84,86.12,0.1,101.5,7.3,359.51
2017,1,6,8,-0.55,-3.35,81.88,0.02,101.57,7.26,358.15
2017,1,6,9,-0.17,-4.05,75.19,0,101.61,6.64,357.64
2017,1,6,10,0.34,-4.47,69.88,0,101.65,6.08,350.31
2017,1,6,11,0.8,-4.59,66.88,0,101.62,5.97,340.59
2017,1,6,12,1.15,-4.68,64.69,0,101.6,5.82,331.2
2017,1,6,13,1.34,-4.79,63.25,0,101.61,5.55,323.98
2017,1,6,14,1.34,-4.91,62.62,0,101.69,5.39,319.52
2017,1,6,15,1.08,-4.64,65.06,0,101.79,5.19,314.88
2017,1,6,16,0.67,-4.49,67.69,0.01,101.91,5.25,312.59
2017,1,6,17,0.43,-4.77,67.38,0,101.96,5.15,322.28
2017,1,6,18,-0.15,-5.26,67.69,0,102.04,5.48,331.21
2017,1,6,19,-0.37,-5.35,68.44,0,102.21,5.93,331.44
2017,1,6,20,-0.48,-5.34,69.19,0,102.29,6.64,337.45
2017,1,6,21,-0.7,-5.58,69.19,0,102.31,6.56,350.75
2017,1,6,22,-1.18,-5.69,71.5,0,102.3,6.74,1.33
2017,1,6,23,-1.56,-5.74,73.69,0,102.43,6.99,359.23
2017,1,7,0,-1.85,-5.92,74.5,0,102.42,7.55,7.13
2017,1,7,1,-2.06,-6.16,74.62,0,102.36,8.16,17.38
2017,1,7,2,-2.15,-6.47,73.31,0,102.47,7.91,16.18
2017,1,7,3,-2.27,-6.77,72.31,0.01,102.52,7.87,14.84
2017,1,7,4,-2.42,-6.92,72.44,0.02,102.5,8.07,17.45
2017,1,7,5,-2.59,-6.93,73.38,0.11,102.52,7.81,18.91
2017,1,7,6,-2.79,-6.62,76.62,0.06,102.53,8.19,20.89
2017,1,7,7,-2.95,-6.37,79.25,0.28,102.43,8.71,25.12
2017,1,7,8,-3.05,-5.87,83.25,0.45,102.45,8.37,26.42
2017,1,7,9,-3.13,-5.45,86.81,0.74,102.49,7.74,23.56
2017,1,7,10,-3.23,-5.1,89.94,0.9,102.42,8.27,16.81
2017,1,7,11,-3.31,-5.01,91.06,0.89,102.2,9.17,14.06
2017,1,7,12,-3.22,-4.96,90.56,1.03,101.98,9.94,12.43
2017,1,7,13,-3.1,-4.92,90,1.16,101.92,10.27,5.98
2017,1,7,14,-3.09,-4.89,89.94,1.04,101.91,10.24,3.41
2017,1,7,15,-3.23,-4.9,90.88,0.97,101.85,11.06,359.23
2017,1,7,16,-3.43,-4.92,92.25,0.71,101.81,11.61,354.63
2017,1,7,17,-3.62,-4.98,93.19,0.49,101.82,12.27,352.28
2017,1,7,18,-3.75,-5.09,93.38,0.39,101.83,12.64,350.32
2017,1,7,19,-3.81,-5.2,93,0.26,101.88,12.47,347.52
2017,1,7,20,-3.83,-5.39,91.75,0.11,101.89,12.45,346.21
2017,1,7,21,-3.87,-5.63,90.38,0.05,101.88,12.26,344.06
2017,1,7,22,-3.95,-5.85,89.38,0.03,101.92,11.63,340.65
2017,1,7,23,-4.17,-6.17,88.75,0.01,101.96,11.22,337.15
2017,1,8,0,-4.46,-6.45,89.06,0,102.02,11,332.56
2017,1,8,1,-4.82,-6.77,89.62,0,102.11,10.94,327.39
2017,1,8,2,-5.15,-7.15,89.5,0,102.18,10.89,322.67
2017,1,8,3,-5.49,-7.56,89.06,0,102.2,10.81,318.28
2017,1,8,4,-5.82,-7.91,89.06,0,102.24,10.72,314.85
2017,1,8,5,-6.2,-8.24,89.44,0,102.28,10.8,312.24
2017,1,8,6,-6.51,-8.52,89.62,0,102.36,10.77,309.38
2017,1,8,7,-6.66,-8.62,89.94,0,102.42,10.64,306.19
2017,1,8,8,-6.13,-8.33,87.81,0,102.49,10.56,302.03
2017,1,8,9,-5.61,-8.29,84.25,0,102.55,10.75,298.56
2017,1,8,10,-5.17,-8.31,81.12,0.01,102.58,10.57,296.72
2017,1,8,11,-4.69,-8.24,78.19,0.01,102.52,10.45,296.18
2017,1,8,12,-4.16,-8.03,75.88,0.01,102.45,10.72,296.4
2017,1,8,13,-3.8,-7.88,74.56,0.01,102.45,11.33,298.4
2017,1,8,14,-3.53,-7.85,73.06,0.01,102.54,11.62,299.96
2017,1,8,15,-3.39,-7.87,72.06,0.01,102.66,11.62,299.31
2017,1,8,16,-3.53,-7.95,72.25,0,102.8,11.85,299.62
2017,1,8,17,-3.66,-8.09,72.19,0,102.94,12.3,303.99
2017,1,8,18,-3.89,-8.3,72.5,0,103.08,12.54,311.49
2017,1,8,19,-4.5,-8.67,74.12,0,103.21,12.48,317.03
2017,1,8,20,-5.17,-8.92,76.81,0,103.32,11.96,318.2
2017,1,8,21,-5.62,-9,79.25,0,103.42,11.13,317.5
2017,1,8,22,-5.85,-8.97,81.12,0,103.49,10.56,316.2
2017,1,8,23,-6.1,-8.89,83.56,0,103.57,10.17,313.79
2017,1,9,0,-6.27,-8.81,85.62,0,103.63,9.8,310.51
2017,1,9,1,-6.37,-8.72,87.12,0,103.7,9.33,308.13
2017,1,9,2,-6.45,-8.68,88.12,0,103.76,8.75,306.8
2017,1,9,3,-6.67,-8.75,89.5,0,103.78,8.34,305.66
2017,1,9,4,-7,-8.98,90.56,0,103.81,7.75,308.24
2017,1,9,5,-7.31,-9.27,90.62,0,103.83,6.75,314.77
2017,1,9,6,-7.52,-9.61,89.38,0,103.87,5.63,320.57
2017,1,9,7,-7.55,-9.96,86.5,0,103.9,4.58,323.95
2017,1,9,8,-6.92,-10.28,79.31,0,103.94,3.79,324.31
2017,1,9,9,-6.06,-10.07,74.62,0,104.01,3.25,316.07
2017,1,9,10,-5.68,-10.18,71.5,0,104.03,2.89,299.82
2017,1,9,11,-5.45,-10.26,69.5,0.01,103.96,2.62,277.36
2017,1,9,12,-5.02,-9.93,68.94,0,103.88,2.92,253.07
2017,1,9,13,-4.52,-9.47,68.75,0.01,103.81,3.34,237.98
2017,1,9,14,-4.18,-9.07,69.12,0.01,103.78,3.58,228.1
2017,1,9,15,-4.01,-8.69,70.38,0,103.79,3.9,221.19
2017,1,9,16,-4.05,-8.44,72.38,0,103.81,4.65,217.29
2017,1,9,17,-3.84,-8.01,73.94,0,103.84,5.76,218.39
2017,1,9,18,-3.6,-7.67,74.69,0,103.85,6.59,219.52
2017,1,9,19,-3.74,-7.5,76.81,0,103.82,7.26,221.82
2017,1,9,20,-3.87,-7.41,78.5,0,103.78,7.6,225.46
2017,1,9,21,-3.84,-7.2,79.88,0,103.73,7.75,228.6
2017,1,9,22,-3.87,-6.99,81.75,0,103.71,7.73,232.72
2017,1,9,23,-3.95,-6.89,83.06,0,103.66,7.26,232.7
2017,1,10,0,-4.15,-6.91,84.38,0,103.64,7,234.77
2017,1,10,1,-4.35,-6.95,85.62,0,103.71,7.09,239.76
2017,1,10,2,-4.46,-7.07,85.38,0,103.72,6.49,238.18
2017,1,10,3,-4.42,-7.23,83.81,0,103.67,5.65,230.5
2017,1,10,4,-4.27,-7.42,81.19,0,103.67,4.78,227.18
2017,1,10,5,-4.04,-7.63,78.12,0,103.67,4.04,218
2017,1,10,6,-3.42,-7.35,75.69,0,103.62,3.82,198.99
2017,1,10,7,-2.52,-6.52,75.12,0,103.63,4.16,195.81
2017,1,10,8,-1.27,-5.24,75.06,0,103.6,4.83,190.16
2017,1,10,9,0.2,-4.02,73.19,0,103.57,5.49,188.43
2017,1,10,10,1.42,-2.95,72.88,0,103.53,6.26,189.63
2017,1,10,11,2.4,-1.81,73.81,0,103.39,6.87,190.62
2017,1,10,12,3.09,-0.99,74.69,0,103.27,7.17,193.04
2017,1,10,13,3.5,-0.43,75.56,0,103.18,7.17,192.9
2017,1,10,14,3.77,0.03,76.62,0,103.1,6.81,191.18
2017,1,10,15,3.86,0.57,79.25,0,103,6.51,187.59
2017,1,10,16,3.77,0.9,81.75,0,102.91,6.6,183.67
2017,1,10,17,4.1,1.55,83.81,0,102.84,6.83,177.18
2017,1,10,18,4.51,2.46,86.94,0,102.76,7.62,173.82
2017,1,10,19,4.87,3.33,90.19,0,102.66,8.69,174.12
2017,1,10,20,5.21,4.09,92.88,0,102.57,9.69,178.71
2017,1,10,21,5.46,4.61,94.62,0,102.49,10.45,184.42
2017,1,10,22,5.95,4.65,91.56,0,102.4,12.68,193.69
2017,1,10,23,6.4,4.47,87.69,0.01,102.3,14.41,202.1
2017,1,11,0,6.37,4.57,88.5,0.01,102.21,14.6,205.78
2017,1,11,1,6.44,4.94,90.38,0.24,102.14,14.77,207.7
2017,1,11,2,6.73,5.55,92.44,2.55,102.1,15.5,210.87
2017,1,11,3,6.94,6.01,94,4.01,102.13,16.1,219.13
2017,1,11,4,6.92,6,93.88,1.28,102.17,15.66,225.26
2017,1,11,5,6.46,5.65,94.62,0.07,102.27,13.29,230.63
2017,1,11,6,5.51,5.08,97.19,0,102.38,10.95,232.19
2017,1,11,7,4.89,4.64,98.5,0,102.46,9.77,231.69
2017,1,11,8,5.03,4.55,96.88,0,102.57,8.72,237.71
2017,1,11,9,5.04,4.47,96.19,0,102.66,7.33,243.05
2017,1,11,10,5.61,4.62,93.38,0,102.68,6.47,243.62
2017,1,11,11,6.44,4.92,89.88,0,102.61,5.7,240.17
2017,1,11,12,7.01,5.28,88.56,0,102.54,4.79,238.96
2017,1,11,13,7.46,5.71,88.5,0,102.5,3.96,224.92
2017,1,11,14,7.14,5.73,90.62,0,102.48,4.34,200.46
2017,1,11,15,6.35,5.43,93.75,0,102.49,5.72,188.56
2017,1,11,16,5.61,5.3,98,0,102.46,6.63,181.35
2017,1,11,17,5.39,5.42,100,0,102.45,7.25,177.04
2017,1,11,18,5.62,5.79,100,0,102.44,7.55,175.07
2017,1,11,19,5.76,6.1,100,0,102.47,7.66,183.22
2017,1,11,20,6.13,6.41,100,0.19,102.39,8.68,180.88
2017,1,11,21,6.66,6.73,100,1.37,102.35,10.26,192.53
2017,1,11,22,6.73,6.65,99.62,2.63,102.26,10.56,198.14
2017,1,11,23,6.97,6.65,98,2.39,102.14,11.73,201.11
2017,1,12,0,7.33,6.81,96.56,1.27,102.05,12.71,209.01
2017,1,12,1,7.26,6.82,97.06,0.17,102.01,11.41,209.73
2017,1,12,2,7.55,7.19,97.5,0.22,101.98,11.99,208.4
2017,1,12,3,7.9,7.56,97.62,0.9,101.96,12.46,213.23
2017,1,12,4,8.53,8.06,96.75,0.84,101.93,13.87,216.71
2017,1,12,5,8.65,8.22,97,0.08,101.88,13.44,214.63
2017,1,12,6,8.68,8.26,97.12,0.13,101.87,13.09,214.37
2017,1,12,7,8.72,8.28,97,0.1,101.85,12.87,214.96
2017,1,12,8,9.17,8.48,95.31,0.03,101.85,12.49,219.85
2017,1,12,9,9.67,8.83,94.31,0.01,101.82,11.31,221.78
2017,1,12,10,10.4,9.33,93,0.01,101.79,10.91,225.58
2017,1,12,11,10.81,9.63,92.38,0.01,101.69,10.66,224.17
2017,1,12,12,11.57,9.99,90.06,0.01,101.55,12.12,220.08
2017,1,12,13,12.39,10.46,88.12,0.01,101.51,13.06,219.3
2017,1,12,14,12.5,10.51,87.94,0,101.5,13.05,216.9
2017,1,12,15,12.08,10.4,89.62,0,101.46,12.9,213.19
2017,1,12,16,11.65,10.22,91,0,101.44,13.33,210.73
2017,1,12,17,11.29,10,91.81,0,101.51,13.31,215.15
2017,1,12,18,11.11,9.87,92.12,0,101.59,13.01,219.18
2017,1,12,19,10.83,9.74,93,0.04,101.63,12.24,220.32
2017,1,12,20,10.61,9.69,94,0.07,101.65,11.82,222.96
2017,1,12,21,10.79,9.78,93.5,0.23,101.68,12.06,232.58
2017,1,12,22,10.99,9.86,92.69,0.18,101.69,12.53,240.24
2017,1,12,23,10.66,9.76,94.06,0.05,101.7,11.72,244.24
2017,1,13,0,10.23,9.6,95.75,0,101.75,10.97,250.97
2017,1,13,1,10.01,9.48,96.38,0,101.85,10.34,266.14
2017,1,13,2,9.36,9.08,98,0,101.97,8.78,284.37
2017,1,13,3,8.61,8,96.06,0,102.08,8.84,309.12
2017,1,13,4,7.76,5.9,88,0,102.2,9.67,325.17
2017,1,13,5,6.46,4.17,85.31,0,102.36,9.82,329.17
2017,1,13,6,5.29,2.91,84.69,0,102.52,9.53,330.53
2017,1,13,7,4.87,1.84,80.81,0,102.66,10.03,331.32
2017,1,13,8,5.22,1.15,74.94,0,102.8,10.19,332.55
2017,1,13,9,5.55,0.26,68.69,0,102.89,10.69,333
2017,1,13,10,5.94,-0.55,63.06,0,102.94,10.45,330.67
2017,1,13,11,6.25,-1.19,58.88,0,102.95,10.49,327.78
2017,1,13,12,6.4,-1.63,56.38,0,102.94,10.44,326.73
2017,1,13,13,6.36,-1.9,55.44,0,103,10.39,327.65
2017,1,13,14,6.01,-2.15,55.69,0,103.1,10.43,330.02
2017,1,13,15,5.24,-2.24,58.31,0,103.2,10.26,334.92
2017,1,13,16,3.89,-2.27,63.94,0,103.32,10.08,338.97
2017,1,13,17,2.83,-2.45,68,0,103.47,9.88,342.55
2017,1,13,18,2.23,-2.7,69.62,0,103.61,9.79,346.11
2017,1,13,19,1.73,-3.03,70.38,0,103.74,9.36,348.3
2017,1,13,20,1.18,-3.26,71.94,0,103.74,8.95,357.5
2017,1,13,21,0.69,-3.45,73.44,0,103.76,8.31,1.89
2017,1,13,22,0.23,-3.74,74.19,0,103.8,7.61,4.59
2017,1,13,23,-0.05,-4.04,73.94,0,103.81,7.13,9.78
2017,1,14,0,-0.17,-4.29,73.19,0,103.79,6.78,17.22
2017,1,14,1,-0.34,-4.56,72.62,0,103.8,6.58,22.12
2017,1,14,2,-0.45,-4.82,71.81,0,103.82,6.48,23.35
2017,1,14,3,-0.45,-5.01,70.69,0,103.82,6.28,23.22
2017,1,14,4,-0.54,-5.16,70.38,0,103.8,6.1,25.88
2017,1,14,5,-0.69,-5.31,70.38,0,103.79,5.65,30.39
2017,1,14,6,-0.82,-5.5,70.06,0,103.8,5.07,34.96
2017,1,14,7,-0.85,-5.75,68.81,0,103.78,4.49,42.32
2017,1,14,8,-0.58,-6.39,63.94,0,103.76,3.77,53.18
2017,1,14,9,-0.18,-6.75,60.06,0,103.74,2.83,66.2
2017,1,14,10,0.23,-6.99,57,0,103.67,2,81.02
2017,1,14,11,0.51,-7.05,55.56,0,103.53,1.22,92.94
2017,1,14,12,0.69,-6.99,55.06,0.01,103.38,0.44,110.67
2017,1,14,13,0.76,-6.71,56.06,0.08,103.28,0.44,245.73
2017,1,14,14,0.58,-6.1,59.75,0.28,103.22,0.93,255.96
2017,1,14,15,0.06,-5.15,67,0.53,103.13,0.56,271.59
2017,1,14,16,-0.42,-4.05,76.06,0.76,103.07,0.53,247.57
2017,1,14,17,-0.46,-3.38,80.44,0.81,103.02,0.82,214.9
2017,1,14,18,-0.23,-2.88,82.06,0.53,102.95,1.07,198.7
2017,1,14,19,0.12,-2.42,82.75,0.46,102.88,1.42,216.74
2017,1,14,20,0.4,-1.77,85.25,0.6,102.83,2.26,243.7
2017,1,14,21,0.69,-1.16,87.44,0.43,102.75,3.18,251.21
2017,1,14,22,0.99,-0.84,87.62,0.13,102.65,3.98,257.19
2017,1,14,23,1.06,-0.77,87.69,0.06,102.55,4.86,267.7
2017,1,15,0,0.89,-0.88,88.12,0.02,102.48,5.61,280.51
2017,1,15,1,0.7,-1.02,88.44,0,102.44,6.03,294.34
2017,1,15,2,0.44,-1.22,88.69,0,102.42,6.36,308.97
2017,1,15,3,0.2,-1.33,89.56,0,102.43,6.78,320.61
2017,1,15,4,-0.03,-1.46,90.19,0,102.42,6.35,329.97
2017,1,15,5,-0.11,-1.53,90.38,0,102.48,6.54,336.93
2017,1,15,6,-0.21,-1.66,90.31,0,102.56,6.73,342.91
2017,1,15,7,-0.07,-1.9,87.5,0,102.62,6.66,346.22
2017,1,15,8,0.94,-1.94,80.88,0,102.69,6.38,349.35
2017,1,15,9,1.62,-2.39,74.44,0,102.74,6.2,350.21
2017,1,15,10,2.19,-2.66,70,0,102.74,5.8,346.92
2017,1,15,11,2.63,-2.63,67.94,0,102.68,5.28,337.84
2017,1,15,12,3.02,-2.58,66.38,0,102.61,4.91,328.33
2017,1,15,13,3.36,-2.51,65.12,0,102.59,4.77,323.06
2017,1,15,14,3.51,-2.45,64.69,0,102.6,4.43,321.09
2017,1,15,15,3.24,-1.92,68.69,0,102.63,4.07,318.27
2017,1,15,16,2.2,-2.77,69.38,0,102.67,4.1,316.7
