YEAR,MO,DY,HR,T2M,T2MDEW,RH2M,PRECTOTCORR,PS,WS50M,WD50M
2017,1,5,15,-1.77,-7.91,62.25,0,100.43,4.42,251.79
2017,1,5,16,-2.35,-6.95,70.75,0,100.51,4.82,257.18
2017,1,5,17,-2.61,-6.49,75,0,100.56,4.9,257.01
2017,1,5,18,-2.75,-6.34,76.81,0,100.58,4.95,250.05
2017,1,5,19,-3.02,-6.14,79.88,0,100.56,4.8,243.81
2017,1,5,20,-3.1,-6.06,80.94,0.01,100.56,5.01,245.71
2017,1,5,21,-2.52,-5.63,79.94,0.02,100.57,4.48,248.4
2017,1,5,22,-2.41,-5.13,82.38,0.04,100.55,3.85,247.44
2017,1,5,23,-2.35,-4.91,83.5,0.08,100.55,3.77,251.53
2017,1,6,0,-2.38,-4.66,85.44,0.11,100.51,3.26,259.23
2017,1,6,1,-2.35,-4.49,86.38,0.13,100.51,2.81,276.71
2017,1,6,2,-2.35,-4.46,86.56,0.16,100.51,2.95,304.11
2017,1,6,3,-2.42,-4.49,86.88,0.16,100.49,3.46,323.54
2017,1,6,4,-2.6,-4.69,86.88,0.13,100.52,4.34,331.5
2017,1,6,5,-2.88,-5.14,85.88,0.12,100.59,4.77,337.05
2017,1,6,6,-3.27,-5.79,84.06,0.09,100.66,4.61,343.75
2017,1,6,7,-3.55,-6.14,83.56,0.06,100.69,4.32,347.67
2017,1,6,8,-2.95,-6.65,76.25,0.01,100.76,4.55,350.41
2017,1,6,9,-1.96,-7.28,66.62,0,100.78,4.72,354.58
2017,1,6,10,-0.98,-7.53,60.12,0,100.82,4.65,344.49
2017,1,6,11,-0.31,-7.63,56.44,0,100.79,4.9,334.41
2017,1,6,12,0.07,-7.77,54.06,0,100.75,4.85,325.64
2017,1,6,13,0.15,-7.95,53.06,0,100.77,4.9,318.75
2017,1,6,14,-0.32,-8.12,54.31,0,100.85,4.9,318.36
2017,1,6,15,-1.24,-7.74,60.62,0,100.95,4.55,318.2
2017,1,6,16,-2.23,-6.91,70.31,0,101.09,4.44,318.14
2017,1,6,17,-2.74,-6.68,74.69,0,101.16,4.39,328.18
2017,1,6,18,-3.68,-6.96,78.88,0,101.23,4.66,337.52
2017,1,6,19,-4.02,-7.39,78.31,0,101.41,4.88,336.39
2017,1,6,20,-4.77,-7.92,79.88,0,101.49,5.23,342
2017,1,6,21,-4.53,-8.38,75.38,0,101.51,4.95,355.3
2017,1,6,22,-5.22,-8.89,76.5,0,101.51,4.95,3.44
2017,1,6,23,-5.88,-9.22,78.62,0,101.63,4.73,357.44
2017,1,7,0,-5.97,-9.78,75.44,0,101.63,5.33,2.69
2017,1,7,1,-6.06,-10.59,70.75,0,101.58,5.72,12.14
2017,1,7,2,-6.08,-10.94,68.62,0,101.68,5.34,8.58
2017,1,7,3,-6.16,-11.11,68.06,0,101.72,5.44,6.01
2017,1,7,4,-6.17,-11.27,67.19,0,101.71,5.49,10.99
2017,1,7,5,-6.26,-11.34,67.25,0.03,101.72,5.49,13.5
2017,1,7,6,-6.42,-11.13,69.5,0.02,101.74,5.55,16.93
2017,1,7,7,-6.61,-10.87,72.38,0.13,101.66,5.98,19.95
2017,1,7,8,-6.6,-10.52,74.62,0.24,101.66,5.92,22.26
2017,1,7,9,-6.45,-10.14,76.31,0.41,101.71,5.56,20.47
2017,1,7,10,-6.31,-9.74,78.12,0.49,101.68,5.62,15.99
2017,1,7,11,-6.06,-9.45,78.5,0.47,101.46,6.47,12.34
2017,1,7,12,-5.67,-9.2,77.5,0.54,101.25,7.08,11.06
2017,1,7,13,-5.42,-8.98,77.25,0.61,101.17,7.39,4.61
2017,1,7,14,-5.57,-8.82,79.31,0.67,101.15,7.48,1.44
2017,1,7,15,-5.83,-8.63,82.38,0.67,101.12,7.8,357.19
2017,1,7,16,-6.26,-8.46,86.62,0.56,101.06,7.88,351.16
2017,1,7,17,-6.56,-8.41,89.31,0.35,101.05,8.41,348.37
2017,1,7,18,-6.67,-8.49,89.56,0.29,101.05,8.8,346.35
2017,1,7,19,-6.7,-8.6,88.94,0.19,101.07,8.78,343.31
2017,1,7,20,-6.72,-8.74,88,0.08,101.08,8.61,341.7
2017,1,7,21,-6.77,-8.91,87.19,0.03,101.06,8.45,339.15
2017,1,7,22,-7.1,-9.19,87.56,0.01,101.07,8.03,335.38
2017,1,7,23,-7.69,-9.62,88.94,0,101.11,7.6,330.25
2017,1,8,0,-8.4,-10,91.5,0,101.16,7,321.94
2017,1,8,1,-9.35,-10.59,94.56,0,101.23,6.75,313.73
2017,1,8,2,-10.09,-11.12,96.31,0,101.28,6.73,307.46
2017,1,8,3,-10.55,-11.63,96.06,0,101.31,6.74,302.93
2017,1,8,4,-10.98,-12.14,95.25,0,101.33,6.81,299.62
2017,1,8,5,-11.35,-12.67,93.62,0,101.38,7.07,299.31
2017,1,8,6,-11.7,-13.15,92.19,0,101.45,7.23,298.67
2017,1,8,7,-11.73,-13.37,90.31,0,101.51,7.3,297.52
2017,1,8,8,-10.02,-12.73,82.31,0,101.57,7.7,297.89
2017,1,8,9,-8.61,-12.67,73.12,0,101.62,8.57,299.44
2017,1,8,10,-7.65,-12.72,66.88,0,101.64,8.56,300.35
2017,1,8,11,-6.8,-12.42,63.81,0,101.59,8.34,299.78
2017,1,8,12,-6.14,-11.89,63.31,0,101.52,8.44,298.42
2017,1,8,13,-5.85,-11.54,63.75,0,101.52,8.89,298.68
2017,1,8,14,-5.78,-11.42,64.06,0,101.61,8.93,298.4
2017,1,8,15,-5.98,-11.32,65.75,0,101.74,8.7,297.32
2017,1,8,16,-6.68,-11.24,70.44,0,101.88,8.7,297.49
2017,1,8,17,-7.24,-11.44,72.81,0,102.06,9.24,303.27
2017,1,8,18,-7.73,-11.87,73.12,0,102.2,9.39,309.02
2017,1,8,19,-8.4,-12.31,74.25,0,102.32,8.91,310.31
2017,1,8,20,-9.02,-12.47,77.19,0,102.42,8.41,310.14
2017,1,8,21,-9.57,-12.54,80.44,0,102.51,7.73,310.7
2017,1,8,22,-10.19,-12.77,83.19,0,102.58,7.14,310.16
2017,1,8,23,-10.7,-12.97,85.5,0,102.65,6.71,307.28
2017,1,9,0,-10.92,-12.94,87.31,0,102.71,6.3,302.96
2017,1,9,1,-11.05,-12.77,89.69,0,102.78,5.68,298.57
2017,1,9,2,-11.24,-12.68,92,0,102.83,5.24,294.69
2017,1,9,3,-11.54,-12.74,94,0,102.86,5.06,291.06
2017,1,9,4,-11.92,-12.94,95.5,0,102.89,4.82,291.11
2017,1,9,5,-12.25,-13.17,96.38,0,102.92,4.33,293.7
2017,1,9,6,-12.48,-13.34,96.81,0,102.96,3.76,296.3
2017,1,9,7,-12.38,-13.44,95.06,0,103,3.19,296.31
2017,1,9,8,-10.77,-13.49,81.69,0,103.05,2.75,300.71
2017,1,9,9,-8.64,-12.98,71.12,0,103.11,2.25,295.23
2017,1,9,10,-7.62,-12.79,66.12,0,103.13,1.92,273.03
2017,1,9,11,-7.03,-12.6,64,0,103.06,2.01,243.73
2017,1,9,12,-6.52,-12.21,63.38,0,102.96,2.61,225.85
2017,1,9,13,-6.06,-11.77,63.5,0,102.9,3.07,216.72
2017,1,9,14,-5.87,-11.4,64.62,0,102.88,3.3,209.66
2017,1,9,15,-6.08,-11.1,67.69,0,102.89,3.57,203.36
2017,1,9,16,-7.06,-11.2,73.06,0,102.9,4,199.99
2017,1,9,17,-7.51,-10.94,77.62,0,102.94,4.55,203.48
2017,1,9,18,-7.45,-10.67,79.12,0,102.95,4.97,207.93
2017,1,9,19,-8.12,-10.79,83,0,102.93,5.41,213.64
2017,1,9,20,-8.99,-11.12,87,0,102.9,5.62,219.47
2017,1,9,21,-9.52,-11.2,90.5,0,102.87,5.4,224.12
2017,1,9,22,-9.95,-11.17,94.25,0,102.85,5.13,229.13
2017,1,9,23,-10.27,-11.17,96.94,0,102.79,4.8,227.31
2017,1,10,0,-10.41,-11.16,98.38,0,102.78,4.82,229.67
2017,1,10,1,-10.62,-11.23,99.62,0,102.84,4.95,234.3
2017,1,10,2,-10.6,-11.28,98.81,0,102.84,4.65,228.54
2017,1,10,3,-10.59,-11.31,98.44,0,102.81,4.35,219.32
2017,1,10,4,-10.46,-11.25,97.88,0,102.83,3.87,216.38
2017,1,10,5,-10.06,-11.15,95.31,0,102.81,3.48,205.53
2017,1,10,6,-9.23,-10.75,91.75,0,102.78,3.3,187.88
2017,1,10,7,-8.03,-10.01,88.38,0,102.79,3.31,185.7
2017,1,10,8,-6.38,-8.88,85,0,102.77,3.31,179.86
2017,1,10,9,-4.46,-7.62,80.44,0,102.74,3.83,179.88
2017,1,10,10,-2.67,-6.45,76.31,0,102.7,5.03,183.03
2017,1,10,11,-0.72,-4.91,73.5,0,102.56,5.91,184.4
2017,1,10,12,0.78,-3.56,72.69,0,102.43,6.54,186.24
2017,1,10,13,1.55,-2.59,74.06,0,102.34,6.65,186.21
2017,1,10,14,1.62,-1.82,77.88,0,102.26,6.08,184.72
2017,1,10,15,1.08,-1.13,85.25,0,102.17,5.41,181.49
2017,1,10,16,0.08,-1.06,91.94,0.03,102.09,4.99,175.78
2017,1,10,17,0.07,-0.67,94.75,0.03,102.01,5.03,165.6
2017,1,10,18,0.46,-0.03,96.62,0.01,101.92,5.75,158.66
2017,1,10,19,0.84,0.71,99.25,0,101.82,6.66,161.25
2017,1,10,20,1.39,1.5,100,0,101.72,7.46,165.5
2017,1,10,21,2.08,2.29,100,0,101.63,7.83,171.51
2017,1,10,22,2.74,2.8,100,0,101.53,8.68,181.55
2017,1,10,23,3.34,2.83,96.69,0.02,101.43,9.5,195.3
2017,1,11,0,3.51,2.74,94.81,0.04,101.34,11.31,204.19
2017,1,11,1,3.62,2.91,95.25,0.41,101.27,11.63,207.22
2017,1,11,2,3.79,3.27,96.56,2.66,101.22,11.73,209.26
2017,1,11,3,4.2,3.77,97.19,2.78,101.23,12.22,216.58
2017,1,11,4,4.41,4.05,97.56,0.66,101.25,11.66,223.21
2017,1,11,5,4.19,3.88,97.88,0.02,101.35,10.46,230.33
2017,1,11,6,3.3,3.24,99.62,0,101.46,8.84,234.93
2017,1,11,7,2.55,2.65,100,0,101.55,7.98,233.4
2017,1,11,8,3.23,2.8,97,0,101.69,6.97,241.19
2017,1,11,9,4.14,3.26,93.88,0,101.78,5.71,247.54
2017,1,11,10,5.52,3.9,89.19,0,101.77,4.95,245.05
2017,1,11,11,6.69,4.52,85.88,0,101.71,4.81,234.12
2017,1,11,12,7.06,4.8,85.38,0,101.67,4.57,231.66
2017,1,11,13,7.26,5.21,86.69,0,101.63,3.71,219.79
2017,1,11,14,6.38,5.26,92.44,0,101.63,3.78,197.46
2017,1,11,15,3.72,4.08,100,0,101.62,5.42,185.46
2017,1,11,16,2.24,3.65,100,0,101.62,6.68,181.74
2017,1,11,17,1.56,3.39,100,0,101.62,6.95,179.36
2017,1,11,18,2.4,3.71,100,0,101.62,6.75,178.08
2017,1,11,19,2.93,3.94,100,0,101.65,6.47,183.6
2017,1,11,20,3.46,4.18,100,0.05,101.57,6.6,178.64
2017,1,11,21,4.33,4.77,100,0.65,101.53,7.55,188.81
2017,1,11,22,4.79,5.05,100,2.32,101.42,7.53,188.59
2017,1,11,23,4.93,5.08,100,2.13,101.26,7.86,185.99
2017,1,12,0,5.37,5.32,99.69,1.59,101.16,9.26,198.08
2017,1,12,1,5.76,5.64,99.19,0.55,101.14,9.58,208.49
2017,1,12,2,6.34,6.19,98.94,0.13,101.1,10.11,213.24
2017,1,12,3,7.07,6.91,98.94,0.86,101.07,10.66,216.93
2017,1,12,4,7.94,7.76,98.69,0.68,101.01,11.24,219.84
2017,1,12,5,8.3,8.19,99.12,0.11,100.99,10.8,219.77
2017,1,12,6,8.44,8.38,99.5,0.14,100.97,10.43,219.16
2017,1,12,7,8.47,8.4,99.5,0.05,100.95,9.88,218.55
2017,1,12,8,9.06,8.72,97.56,0.02,100.94,9.14,219.55
2017,1,12,9,9.97,9.23,95,0.01,100.92,8.29,221.18
2017,1,12,10,11.14,9.8,91.31,0.01,100.91,8.59,228.25
2017,1,12,11,11.83,10.21,89.69,0,100.81,8.03,227.6
2017,1,12,12,12.29,10.58,89.12,0,100.66,8.58,219.42
2017,1,12,13,13.48,11.3,86.5,0.05,100.62,9.32,218.97
2017,1,12,14,13.71,11.8,88.06,0.09,100.6,9.42,216.57
2017,1,12,15,12.92,11.66,91.94,0.01,100.55,9.36,212.56
2017,1,12,16,12.34,11.45,94.19,0,100.52,10.01,211.01
2017,1,12,17,11.88,11.21,95.62,0,100.62,10.23,218.11
2017,1,12,18,11.66,11.05,96,0.05,100.69,9.95,222.17
2017,1,12,19,11.41,10.91,96.75,0.31,100.74,9.01,223.38
2017,1,12,20,11.19,10.8,97.31,0.1,100.76,8.54,226.26
2017,1,12,21,11.44,10.9,96.38,0.07,100.8,8.65,235.71
2017,1,12,22,10.95,10.8,98.88,0.05,100.81,8.12,240.15
2017,1,12,23,10.3,10.56,100,0.01,100.85,8,249.12
2017,1,13,0,9.76,10.26,100,0,100.92,7.59,267.94
2017,1,13,1,8.99,9.35,100,0,101.06,7.55,289.92
2017,1,13,2,7.4,7.48,100,0,101.19,7.58,307.17
2017,1,13,3,5.51,4.95,96.75,0,101.3,7.59,316.92
2017,1,13,4,4.15,3.01,92.44,0,101.42,7.5,318.89
2017,1,13,5,3.01,1.7,91.19,0,101.56,7.66,318.8
2017,1,13,6,2.08,0.54,89.56,0,101.7,7.86,320.77
2017,1,13,7,1.75,-0.39,85.69,0,101.84,8.13,322.11
2017,1,13,8,2.89,-0.6,77.94,0,101.96,7.83,322.79
2017,1,13,9,4.1,-1.59,66.56,0,102.04,9.33,326.79
2017,1,13,10,4.78,-2.74,58,0,102.1,9.62,326.43
2017,1,13,11,5.13,-3.36,53.94,0,102.12,9.66,324.45
2017,1,13,12,5.26,-3.69,52.12,0,102.12,9.59,323.62
2017,1,13,13,5.12,-3.95,51.62,0,102.18,9.46,324.1
2017,1,13,14,4.44,-4.17,53.12,0,102.28,9.37,325.98
2017,1,13,15,3.19,-4.26,57.69,0,102.38,8.9,329.74
2017,1,13,16,1.02,-4.42,66.56,0,102.51,8.42,333.39
2017,1,13,17,-0.6,-4.81,72.94,0,102.65,8.04,336.75
2017,1,13,18,-1.46,-5.09,76.56,0,102.79,7.58,339.17
2017,1,13,19,-1.79,-5.16,78.19,0,102.9,6.85,339.7
2017,1,13,20,-2.13,-5.25,79.81,0,102.9,6.44,347.74
2017,1,13,21,-2.56,-5.42,81.62,0,102.9,5.98,352.27
2017,1,13,22,-2.88,-5.56,83.06,0,102.93,5.38,354.41
2017,1,13,23,-3,-5.72,82.75,0,102.95,4.84,359.63
2017,1,14,0,-3.3,-5.92,83.31,0,102.94,4.64,7.83
2017,1,14,1,-3.56,-6.12,83.75,0,102.97,4.64,13.43
2017,1,14,2,-3.6,-6.4,82.19,0,103,4.75,15.75
2017,1,14,3,-3.44,-6.59,79.75,0,102.99,4.47,16.98
2017,1,14,4,-3.48,-6.83,78.38,0,102.98,4.01,21.37
2017,1,14,5,-3.67,-7.14,77.75,0,102.97,3.62,26.57
2017,1,14,6,-3.92,-7.43,77.44,0,102.97,3.23,30.84
2017,1,14,7,-3.98,-7.93,74.62,0,102.95,2.81,39.48
2017,1,14,8,-3.26,-8.77,65.31,0,102.94,2.13,53.51
2017,1,14,9,-2.05,-9.45,55.75,0,102.9,1.24,86.74
2017,1,14,10,-0.85,-9.97,48.25,0,102.83,1.12,152.19
2017,1,14,11,-0.24,-9.7,46.94,0,102.69,1.48,186.07
2017,1,14,12,0.1,-9.17,47.75,0,102.53,1.76,206.68
2017,1,14,13,0.05,-8.47,50.94,0.04,102.42,2.28,217.5
2017,1,14,14,-0.5,-7.43,58.19,0.14,102.35,2.75,219.93
2017,1,14,15,-1.29,-6.23,68.62,0.27,102.28,2.47,213.89
2017,1,14,16,-2.02,-5.24,79.12,0.42,102.21,2.28,208.23
2017,1,14,17,-2.28,-4.64,84.81,0.43,102.17,2.53,205.06
2017,1,14,18,-2.31,-4.26,87.56,0.28,102.11,2.66,205.59
2017,1,14,19,-2.22,-3.92,89.19,0.21,102.05,2.69,216.14
2017,1,14,20,-2.11,-3.61,90.69,0.21,101.99,2.93,229.22
2017,1,14,21,-2.07,-3.35,92.31,0.11,101.91,3.12,236.23
2017,1,14,22,-2.07,-3.17,93.56,0.02,101.81,3.37,245.16
2017,1,14,23,-2.27,-3.15,95.25,0.02,101.72,3.61,259.15
2017,1,15,0,-2.7,-3.29,97.62,0,101.65,4.17,273.87
2017,1,15,1,-2.98,-3.36,99.38,0,101.6,4.61,290.83
2017,1,15,2,-2.95,-3.35,99.12,0,101.58,5.08,308.51
2017,1,15,3,-2.92,-3.31,99.25,0,101.58,5.2,319.75
2017,1,15,4,-3.19,-3.45,100,0,101.58,4.93,326.96
2017,1,15,5,-3.45,-3.67,100,0,101.64,5.01,330.16
2017,1,15,6,-3.63,-3.92,100,0,101.72,5.06,332.68
2017,1,15,7,-3.27,-3.99,96.94,0,101.78,4.85,332.44
2017,1,15,8,-1.33,-3.73,84.25,0,101.84,4.41,332.21
2017,1,15,9,0.34,-4.13,71.31,0,101.88,5.36,337.17
2017,1,15,10,1.5,-4.33,64.56,0,101.87,5.38,335.29
2017,1,15,11,2.3,-4.23,61.44,0,101.8,5.04,328.7
2017,1,15,12,2.89,-4.02,59.88,0,101.75,4.77,323.39
2017,1,15,13,3.17,-3.83,59.62,0,101.73,4.46,320.26
2017,1,15,14,3.01,-3.49,61.94,0,101.74,3.99,318.89
